"tau","2","2.5","3","3.5","4","4.5","5","5.5","6"
12,-0.222855626323324,-0.205681881520451,-0.191058983412066,-0.178438173551053,-0.167422707536981,-0.157717073055737,-0.149095814652727,-0.141383474003551,-0.134441189038077
24,-0.341540118222629,-0.319235927584315,-0.299848609901359,-0.282805507130736,-0.26768321410419,-0.254159551781568,-0.241983699969024,-0.230956704377698,-0.220918258554883
36,-0.424642058597698,-0.399161727116412,-0.376816610520198,-0.357014822643812,-0.339315389076294,-0.32338018554033,-0.308943985769899,-0.295794854996834,-0.283760806425457
48,-0.488692325812816,-0.460818952747822,-0.436259220298942,-0.414399951518957,-0.394782832308437,-0.377055246549093,-0.360939636903924,-0.346213438681722,-0.332695410983808
60,-0.540592665253943,-0.510720722285628,-0.484329378132114,-0.460781200559057,-0.439599131805714,-0.420415590567333,-0.40294077410411,-0.386941906129914,-0.372229101732648
72,-0.583965248205992,-0.55230994026603,-0.524302746114853,-0.499278587276888,-0.476739605870945,-0.45630203556004,-0.437663145908462,-0.420579617432567,-0.404852820037403
84,-0.620963119168629,-0.587639174427481,-0.558138442104717,-0.531764317260507,-0.507995589817411,-0.486430607821895,-0.466752576328187,-0.448706878098627,-0.432085647081451
96,-0.652968850485091,-0.618025501709564,-0.587093453197763,-0.55944002718497,-0.534517569425484,-0.511904391073384,-0.491268112226973,-0.472341732383663,-0.454907370487992
108,-0.680914596519632,-0.644352013777891,-0.612006995337961,-0.583105328789455,-0.557069148019848,-0.533454057762373,-0.511910163309298,-0.492156664355511,-0.473964613115922
120,-0.705445239418775,-0.667221416509358,-0.633445415384221,-0.603294764590494,-0.576156724015051,-0.551560865133641,-0.529137351130023,-0.508589779700984,-0.489676779536218
132,-0.72700642445695,-0.687037912603959,-0.651778704041795,-0.62034957740969,-0.59209703091114,-0.566520395594635,-0.543226814964762,-0.521901990992806,-0.502290393209272
144,-0.745891266694486,-0.704048619647092,-0.667217634152014,-0.634451314169777,-0.605047773395098,-0.5784706664807,-0.554300145743032,-0.532201058825279,-0.511901476680256
156,-0.762259388904314,-0.718356438581873,-0.679822040987309,-0.64562663549318,-0.615009776795312,-0.587392219704762,-0.562321868244301,-0.53943881234206,-0.518451778014488
168,-0.776130328711105,-0.729904276969777,-0.689478653391599,-0.653720679028774,-0.621797240776132,-0.593076241995446,-0.567066139386007,-0.54337694973224,-0.521694062676658
180,-0.78734079095113,-0.738416081323792,-0.695831349057917,-0.65832022139813,-0.624956357851175,-0.595040434465704,-0.568031146718001,-0.543500882710179,-0.521106064710249
192,-0.795428571753342,-0.743247837638623,-0.69811109765853,-0.658570450564795,-0.62357427307933,-0.592333856547537,-0.564242413227433,-0.538823307362393,-0.515695588528175
204,-0.799321182625677,-0.742998413079854,-0.694699054674559,-0.652709842986676,-0.615798721600167,-0.583050070555,-0.553765392019702,-0.527400294874755,-0.503522836338
